date,t,cp_location,cp_location_norm,cp_score
2020-09-14,21,14.298900438157085,0.3190999791353769,0.9097262086415797
2020-09-15,22,14.002260464262331,0.3808447397970318,0.8950998623170976
2020-09-16,23,14.011530726674225,0.4280223463488464,0.827955665786738
2020-09-17,24,14.011849770561742,0.4756262014018218,0.7284075089581886
2020-09-18,25,7.973250842384075,0.8107975789340917,0.7894208999008753
2020-09-21,26,14.007422055849581,0.571075140197639,0.7423082701493138
2020-09-22,27,7.501735015445992,0.9284888087882861,0.9499132511789301
2020-09-23,28,26.03451854876556,0.09359435482068756,0.8721901906673739
2020-09-24,29,26.013295542266068,0.14222402179685392,0.7931874803731238
2020-09-25,30,26.06643497272309,0.1873126203465195,0.7614366706240913
2020-09-28,31,26.003394939860186,0.23793357429237208,0.7714323657357023
2020-09-29,32,26.01531165599983,0.2849851592381033,0.6988762096713077
2020-09-30,33,20.910718497502756,0.5756800715474878,0.6375111635346276
2020-10-01,34,20.780507012738553,0.6294996660600689,0.6506207129860306
2020-10-02,35,20.680066180958175,0.6819016104305631,0.6610039305320333
2020-10-05,36,18.979579509417746,0.8104962138372501,0.634138598558881
2020-10-06,37,20.668394000936594,0.7776955237649241,0.6543674972992772
2020-10-07,38,28.97729269339584,0.42965272888591244,0.639069670382814
2020-10-08,39,28.988370440414194,0.47674426474218123,0.6630877961733435
2020-10-09,40,28.98542149349311,0.52450373840509,0.6232259938698033
2020-10-12,41,32.726413065360646,0.3939803302209216,0.6503857941944526
2020-10-13,42,28.980777264888058,0.619962987386283,0.6482664797013822
2020-10-14,43,28.99020552705675,0.6671330701401547,0.6623866220494115
2020-10-15,44,28.996147283110904,0.7144691769947189,0.7001302980751309
2020-10-16,45,28.987764567988094,0.7624874015243764,0.7111694063508907
2020-10-19,46,28.97571336481153,0.8106803159613557,0.7282161927502937
2020-10-20,47,28.97145391699827,0.8585021944286537,0.7835766603301039
2020-10-21,48,43.35712093515076,0.22108947927853523,0.691293123855532
2020-10-22,49,38.66155004061519,0.4923071409230862,0.5535723565836308
2020-10-23,50,38.56392047994372,0.5445752152407753,0.5153242910678435
2020-10-26,51,43.66463779385167,0.34930296219753965,0.8427238845026304
2020-10-27,52,46.354491354083684,0.26883374504363405,0.8838140311110869
2020-10-28,53,41.98643521110823,0.5244554661377033,0.7669981423696828
2020-10-29,54,43.024460377303974,0.5226447439379059,0.6940937806229106
2020-10-30,55,41.98832172582382,0.6196037273417228,0.6953844047081486
2020-11-02,56,41.97569902279252,0.6678238560574992,0.7602353237620237
2020-11-03,57,48.37146753633142,0.41088249826993223,0.7815706148932933
2020-11-04,58,52.12293461598532,0.27986025638165135,0.8566731092043167
2020-11-05,59,51.50770238822277,0.35677607675129674,0.9448628332005005
2020-11-06,60,51.53089510540517,0.4032907092664204,0.9653462410808592
2020-11-09,61,51.61481620814961,0.4469135138976375,0.9718537844387695
2020-11-10,62,51.44796539461574,0.5024778383516313,0.9192326241628078
2020-11-11,63,51.81243743214344,0.5327410746598362,0.9981866652944413
2020-11-12,64,51.91389453705739,0.5755288315686958,0.9967328296965258
2020-11-13,65,51.594368961972535,0.6383633827632126,0.9956504344176261
2020-11-16,66,54.51639252279139,0.546838451295648,0.9200687611338849
2020-11-17,67,54.47952256255191,0.5962132113070521,0.8973765959846104
2020-11-18,68,57.00244494939315,0.5236930976479451,0.7873591902043906
2020-11-19,69,63.89226920039555,0.24322527617164033,0.9986055117983268
2020-11-20,70,63.88442898067099,0.2912176675870957,0.9996517650340896
2020-11-23,71,63.89034744711334,0.3385548834707932,0.9999433025709228
2020-11-24,72,63.87612639592807,0.3868511240034253,0.9999770725683735
2020-11-25,73,63.40650165360951,0.45683325459002333,0.9996490921593933
2020-11-27,74,63.36831664689315,0.506270635862231,0.9998666514371392
2020-11-30,75,63.78825496848194,0.5338926205484792,0.9999263620026969
2020-12-01,76,NA,NA,NA
2020-12-02,77,63.93422710814302,0.6221796615169991,0.9998859534178092
2020-12-03,78,NA,NA,NA
2020-12-04,79,63.699190275953235,0.7286099868593697,0.9999839130093238
2020-12-07,80,63.97783415457628,0.7629602783535105,0.999860799128869
2020-12-08,81,63.84821820180605,0.8167515141997119,0.9998317590852766
2020-12-09,82,63.444011744032984,0.8836184883793817,0.999649677111686
2020-12-10,83,63.45756421399375,0.930592180286012,0.996265248328
2020-12-11,84,63.15540122049208,0.9925999418813295,0.9604017349122468
2020-12-14,85,72.07875899454297,0.6152971907360493,0.8959798995712576
2020-12-15,86,81.31654850107408,0.22302149994885329,0.6581179763293099
2020-12-16,87,81.00684951183322,0.2853881184841322,0.8219904222547447
2020-12-17,88,81.000489469828,0.33331002524628583,0.7489296438129299
2020-12-18,89,81.01361135141003,0.38030422136142694,0.7168122211860009
2020-12-21,90,81.00514973842304,0.42832620293223606,0.6913046351294236
2020-12-22,91,81.01148572862394,0.4756435367321934,0.629030044887328
2020-12-23,92,80.14092866476314,0.5647176826303267,0.604857083086771
2020-12-24,93,82.98833545740322,0.4767459305998465,0.6591238047439285
2020-12-28,94,93.99999696961119,1.443042290951607e-07,0.910357083572388
2020-12-29,95,86.02020744073337,0.427609169488887,0.7442032865719868
2020-12-30,96,86.01926616116917,0.47527303994432524,0.7084265245206889
2020-12-31,97,81.11113052741271,0.7566128320279661,0.7352190277769113
2021-01-04,98,93.44461774016834,0.21692296475388856,0.9583319013260124
2021-01-05,99,93.15562633638632,0.27830350779112767,0.8919335303416149
2021-01-06,100,93.04900965527915,0.3309995402248024,0.9143254940668175
