date,t,cp_location,cp_location_norm,cp_score
2020-09-14,21,8.01381775390229,0.6183896307665576,0.6999906909950779
2020-09-15,22,7.746756600292027,0.6787258761765701,0.6578615892545564
2020-09-16,23,22.999999999997176,1.344955892688761e-13,0.948858520437893
2020-09-17,24,22.312665702922178,0.08034925224180103,0.8760638183280314
2020-09-18,25,16.30170512939538,0.41420451764783905,0.7072200315522141
2020-09-21,26,16.014806387502965,0.47548541011890644,0.6746337653223731
2020-09-22,27,8.930967951808613,0.8604300975329233,0.9658136928272996
2020-09-23,28,20.46949297210676,0.35859557275682097,0.865120598923995
2020-09-24,29,20.273660757432694,0.4155399639317765,0.7936666776477245
2020-09-25,30,20.06486856102709,0.4731014970939481,0.7202844080384359
2020-09-28,31,22.005549903958283,0.428307147430558,0.7359496810554196
2020-09-29,32,22.009187468936723,0.47575297766967983,0.7344876009506511
2020-09-30,33,20.163142068333997,0.6112789491269526,0.7557683681760828
2020-10-01,34,27.0004296274767,0.33331287488206196,0.5897361317218928
2020-10-02,35,23.999370971251466,0.523839477559454,0.6133784077386323
2020-10-05,36,23.988556539486623,0.5719734981196846,0.6214870260252707
2020-10-06,37,23.663736688071715,0.6350601577108707,0.5903217972414118
2020-10-07,38,23.645170154442106,0.6835633259789473,0.5884898740151702
2020-10-08,39,38.00239228341869,0.0475051293610146,0.9960001224736698
2020-10-09,40,38.03910915867979,0.0933757543485813,0.977855217247355
2020-10-12,41,NA,NA,NA
2020-10-13,42,38.06534557061121,0.18736449663756158,0.8768097141982053
2020-10-14,43,37.999594324436075,0.23811455597923453,0.8015911424358845
2020-10-15,44,37.99943740232355,0.2857410760798309,0.7036763132142609
2020-10-16,45,38.000276521267594,0.3333201656539241,0.9491685186670231
2020-10-19,46,36.92543117801799,0.4321223248562863,0.9008498006992038
2020-10-20,47,35.78781540211314,0.5339135522803267,0.8321916370686251
2020-10-21,48,35.66887367248367,0.5871964917864919,0.7895116555849766
2020-10-22,49,36.02421839917537,0.6178943619440301,0.8233803956926213
2020-10-23,50,44.006619628005666,0.28539906533306353,0.7364403009337999
2020-10-26,51,44.02022524831452,0.33237022627073726,0.6958917828322659
2020-10-27,52,48.01809152059438,0.1896146894955056,0.9276614904707018
2020-10-28,53,48.490934845600265,0.2147173883047493,0.9543477059383363
2020-10-29,54,48.494059945392394,0.26218762164798126,0.915779072055615
2020-10-30,55,48.80020051989356,0.29522854667173537,0.8911835784925856
2020-11-02,56,48.459453888568795,0.3590736243538669,0.83576865525879
2020-11-03,57,48.177881825491795,0.42010086545277164,0.8678295392664519
2020-11-04,58,48.12838473111282,0.47007691756605635,0.7826390127171817
2020-11-05,59,48.49879155111282,0.5000575451851039,0.7646873574474149
2020-11-06,60,48.380736042811584,0.5532982836756388,0.7077885677420076
2020-11-09,61,48.051364771427366,0.6166016775510779,0.9784774895194456
2020-11-10,62,48.29445551491307,0.6526449754803301,0.9223972014416559
2020-11-11,63,60.01741348497272,0.1420279292870133,0.660768059858186
2020-11-12,64,56.01860214688615,0.3800665644339927,0.6211160983057591
2020-11-13,65,56.00736884009345,0.4282205314241215,0.5994358484116983
2020-11-16,66,53.999500291352,0.5714523670784762,0.7353782374379014
2020-11-17,67,53.99674766137328,0.6192024923155582,0.6231345386561324
2020-11-18,68,53.9439224731523,0.6693370250879858,0.7830628770171709
2020-11-19,69,53.99744463267788,0.7144073984439103,0.7852414073658611
2020-11-20,70,53.1515614173548,0.802306599173581,0.9246672894236551
2020-11-23,71,53.9844766643776,0.8102630159820189,0.6625626441196737
2020-11-24,72,53.98996470016227,0.8576207285637015,0.8029148286828742
2020-11-25,73,61.98057332101334,0.5247346037612696,0.7289912307488369
2020-11-27,74,61.95912360671591,0.5733750663468613,0.6715437337439933
2020-11-30,75,65.00698490287992,0.4758578617676228,0.7030386888276132
2020-12-01,76,62.00092547917835,0.6666225962296024,0.6756920796549621
2020-12-02,77,62.00647663462017,0.7139773031133252,0.7186212021843825
2020-12-03,78,62.01417053987592,0.7612299742916229,0.7907938996192522
2020-12-04,79,62.00575892198066,0.8092495751437783,0.7440396835439556
2020-12-07,80,76.52086924717783,0.165672892991532,0.6340742972268156
2020-12-08,81,76.06625390623107,0.23494029017947293,0.6688889458682782
2020-12-09,82,76.50859774872428,0.2614953452988436,0.6337956476189546
2020-12-10,83,78.35171293072703,0.22134700329871274,0.5528888545147543
2020-12-11,84,76.90880306375537,0.33767604458307754,0.6075905919379303
2020-12-14,85,76.79228284293995,0.39084367414571647,0.602483185553282
2020-12-15,86,75.98934479394907,0.47669786695480604,0.5851856031421782
2020-12-16,87,75.99111384433326,0.5242326740793688,0.6126004700928891
2020-12-17,88,75.99686045641438,0.5715780735040771,0.6677702286438516
2020-12-18,89,75.78412014290053,0.6293276122428317,0.7219345248760278
2020-12-21,90,84.02217835273441,0.2846581736793136,0.967367298363224
2020-12-22,91,80.99323995659391,0.47651238301933757,0.7072547203364868
2020-12-23,92,79.50035918311647,0.5952209912801679,0.8223802333372177
2020-12-24,93,NA,NA,NA
2020-12-28,94,84.03740836678853,0.4744091253910226,0.9662519290721971
2020-12-29,95,84.00426467460463,0.5236064440664463,0.9808123564401446
2020-12-30,96,NA,NA,NA
2020-12-31,97,NA,NA,NA
2021-01-04,98,NA,NA,NA
2021-01-05,99,83.9924253256153,0.714646413065938,0.8567427097593384
2021-01-06,100,83.99243467796354,0.7622650153350693,0.8624433252870045
2021-01-07,101,84.71929461070684,0.7752716852044362,0.8424921551651078
2021-01-08,102,98.48983570071267,0.16715068091844407,0.790158580399712
