identifier,time,returns,position,captured_returns
PCG,2003-09-16,-0.0011024055285507,-0.3739263,0.0004122184333232001
PCG,2003-09-17,0.0162517365295517,-0.9259722,-0.015048656606460013
PCG,2003-09-18,-0.0058937768631823,-0.44485465,0.0026218740255030512
PCG,2003-09-22,0.0090713671517219,-0.51852727,-0.00470375123857523
PCG,2003-09-23,-0.0172136262579175,-0.53612286,0.009228618514964067
PCG,2003-09-24,-0.0016007945499197,-0.9736906,0.0015586786522197803
PCG,2003-09-25,0.0040716294222991,-0.9443828,-0.0038451767404473476
PCG,2003-09-29,0.0026992346753974,-0.42360848,-0.0011434187030937514
PCG,2003-09-30,0.0076520162292987,-0.47917897,-0.0036666852176202845
PCG,2003-10-01,0.0013653143316165,-0.41561586,-0.0005674462855278889
PCG,2003-10-02,0.0033245313102518,-0.58746207,-0.0019530360373349734
PCG,2003-10-06,-0.0058941633522964,-0.52431756,0.003090413362325051
PCG,2003-10-07,0.0014205512458603,-0.9727553,-0.0013818487716851875
PCG,2003-10-08,0.0,-0.70566946,-0.0
PCG,2003-10-09,-0.007613113600528,-0.89039737,0.006778696326367728
PCG,2003-10-13,0.0017890561692201,-0.6275014,-0.0011226353011855492
PCG,2003-10-14,-0.0120976618092343,-0.7395494,0.00894681851333495
PCG,2003-10-15,0.0072375991927582,-0.9789151,-0.007084995103734047
PCG,2003-10-16,0.0,-0.7000083,-0.0
PCG,2003-10-20,0.0,-0.7803902,-0.0
PCG,2003-10-21,-0.0022159731412057,-0.84163326,0.0018650366994595897
PCG,2003-10-22,0.0022532914666895,-0.96881706,-0.0021830272033225816
PCG,2003-10-23,-0.0006526952378469,-0.6077636,0.0003966843999040235
PCG,2003-10-27,0.0047228793410159,-0.9409212,-0.004443857237499472
PCG,2003-10-28,0.0061271589373629,-0.56835866,-0.0034824238416796584
PCG,2003-10-29,0.0071884071973842,-0.5815073,-0.004180111441601089
PCG,2003-10-30,-0.0102981146570002,-0.58909994,0.006066618764014913
PCG,2003-11-03,-0.0136296724879657,-0.96452534,0.013146164517634234
PCG,2003-11-04,0.0003465868291503,-0.9756047,-0.00033813174396997084
PCG,2003-11-05,0.0052834292395839,-0.7544834,-0.003986259665720665
PCG,2003-11-06,0.0031923966662092,-0.41743696,-0.0013326243510263858
PCG,2003-11-10,-0.0076424514035771,-0.11843816,0.0009051578967229633
PCG,2003-11-11,-0.0022069506157569,-0.930958,0.002054578271763621
PCG,2003-11-12,-0.0003742189728936,-0.9006254,0.0003370311150297909
PCG,2003-11-13,-0.0003804763030374,-0.6627134,0.0002521467476280385
PCG,2003-11-17,-0.0125043319586452,-0.93828243,0.011732594977834604
PCG,2003-11-18,0.0292874930359142,-0.9425125,-0.027603828637525425
PCG,2003-11-19,0.0067042481693224,-0.122473925,-0.0008210955898315216
PCG,2003-11-20,0.0077277679916606,-0.13615851,-0.0010522013834271312
PCG,2003-11-24,0.001308858750503,-0.16814996,-0.00022008455049715608
PCG,2003-11-25,0.0093005611835411,-0.4130573,-0.003841664667410995
PCG,2003-12-01,-0.0037040048036694,-0.35992447,0.0013331619488659015
PCG,2003-12-02,0.0050129304285048,-0.96084356,-0.0048166419343958706
PCG,2003-12-03,-0.0082175960766025,-0.4426957,0.0036378945056519626
PCG,2003-12-04,-0.0038200688861858,-0.9706456,0.003707933080971561
PCG,2003-12-08,-0.0068689505701387,-0.3605738,0.0024767635982207072
PCG,2003-12-09,-0.0018933293992716,-0.96536124,0.001827746811925076
PCG,2003-12-10,0.0070580288875665,-0.9471612,-0.006685091094282975
PCG,2003-12-11,0.000965069109795,-0.33422077,-0.0003225461381041315
PCG,2003-12-15,0.0231523625584169,-0.5234889,-0.012120004326625602
PCG,2003-12-16,0.0015149381931813,-0.4826862,-0.0007312397472748981
PCG,2003-12-17,0.0119902983516277,-0.69609076,-0.00834633586639415
PCG,2003-12-18,0.0045454951321535,-0.5249218,-0.0023860293724065817
PCG,2003-12-22,0.0108547792687725,-0.60556203,-0.006573242182975302
PCG,2003-12-23,-0.0015390412286887,-0.5716667,0.000879818647346725
PCG,2003-12-29,0.0028754467913195,-0.60428214,-0.001737581142618966
PCG,2003-12-30,-0.005180958738598,-0.64312065,0.00333198153333649
PCG,2004-01-05,-0.0070084792393296,0.048631005,-0.00034082938885417224
PCG,2004-01-06,-0.000964238029319,-0.8981469,0.0008660274232733588
PCG,2004-01-07,0.0019599893872183,-0.7329223,-0.0014365199602266285
PCG,2004-01-08,0.0,0.019629277,0.0
PCG,2004-01-12,-0.0023958377173715,-0.7892178,0.0018908378436276025
PCG,2004-01-13,0.0118237671325415,-0.8696213,-0.010282199471042463
PCG,2004-01-14,-0.010281498613631,0.117587924,-0.0012089800776227718
PCG,2004-01-15,-0.0030849523054862,-0.9073837,0.002799235376636628
PCG,2004-01-20,0.0123711283404909,0.049629226,0.0006139695283298748
PCG,2004-01-21,-0.001388919340847,0.16060658,-0.00022306958244095108
PCG,2004-01-22,-0.0091753884426444,-0.80318713,0.007369553927148181
PCG,2004-01-26,-0.0144030573169119,-0.89649504,0.012912269506392536
PCG,2004-01-27,0.0046240708827129,-0.91574526,-0.0042344709850321615
PCG,2004-01-28,0.0096903831971144,0.1354079,0.0013121543890089148
PCG,2004-01-29,-0.0053421364368465,0.10496959,-0.0005607618763201999
PCG,2004-02-02,0.0106579338474727,-0.8778633,-0.009356208849837205
PCG,2004-02-03,-0.0105334638438265,-0.10977865,0.001156349441705093
PCG,2004-02-04,-0.0014565563768819,-0.947859,0.0013806100551605174
PCG,2004-02-05,0.0122251395771169,-0.85892075,-0.010500426091133839
PCG,2004-02-09,0.0061482019158709,-0.52414095,-0.0032225244176776503
PCG,2004-02-10,0.0171035781907212,-0.53687173,-0.009182427634357242
PCG,2004-02-11,-0.0132381394097072,-0.57432353,0.007602975022149337
PCG,2004-02-12,0.0013780458133554,-0.9686596,-0.0013348572784464296
PCG,2004-02-17,-0.0092349397357506,-0.5018222,0.004634297531217158
PCG,2004-02-18,0.0,-0.96649736,-0.0
PCG,2004-02-19,-0.0146586072194907,-0.8693846,0.012743967180742628
PCG,2004-02-23,-0.004870466598699,-0.5822,0.00283558560870762
PCG,2004-02-24,0.0095386510887698,-0.9688195,-0.00924123116910855
PCG,2004-02-25,0.0119258214853638,-0.56801957,-0.006774099979134835
PCG,2004-02-26,0.0096559216992071,-0.53764445,-0.005191452671586799
PCG,2004-03-01,-0.0172507059263692,-0.56805176,0.009799293783851649
PCG,2004-03-02,-0.0064341736007178,-0.96356684,0.0061997563224924996
PCG,2004-03-03,-0.0019542637330714,-0.95956373,0.0018752406013059447
PCG,2004-03-04,0.00894492252173,-0.93820834,-0.008392200924839473
PCG,2004-03-08,-0.005272497881413,-0.9601786,0.0050625397063147615
PCG,2004-03-09,-0.0083655007504359,-0.9605623,0.008035584547471733
PCG,2004-03-10,-0.014879497340955,-0.963178,0.014331604177284752
PCG,2004-03-11,0.0211121547912186,-0.95829374,-0.020231645689485777
PCG,2004-03-15,0.025047408445377,-0.6399074,-0.016028022507991038
PCG,2004-03-16,0.0268540363598179,-0.43862778,-0.011778926338684022
PCG,2004-03-17,-0.0076464456556102,-0.53512883,0.004091833531593681
PCG,2004-03-18,-0.0077265999008025,-0.9585258,0.007406145172427054
PCG,2004-03-22,0.0092094590344206,-0.956926,-0.00881277068727573
PCG,2004-03-23,0.0015225529705156,-0.43296745,-0.0006592158835212086
PCG,2004-03-24,0.0064370091790085,-0.5295759,-0.003408884828492244
PCG,2004-03-25,-0.003874962092496,-0.42357263,0.0016413278834682555
PCG,2004-03-29,0.0010635390277135,-0.40542194,-0.0004311820585108764
PCG,2004-03-30,-0.0040495582427097,-0.5359639,0.0021704170004366195
PCG,2004-03-31,0.0079565717579231,-0.9435343,-0.007507298480435608
PCG,2004-04-01,0.0038354650662682,-0.3446332,-0.0013218285679173034
PCG,2004-04-05,-0.001877821065913,-0.4017189,0.0007543562402403649
PCG,2004-04-06,-0.0043620359237783,-0.93486285,0.004077905344651024
PCG,2004-04-07,0.0049797866630207,-0.95488524,-0.004755124804626532
PCG,2004-04-12,-0.0271943036962583,-0.962999,0.02618808689111369
PCG,2004-04-13,0.0,-0.9544613,-0.0
PCG,2004-04-14,0.0018185296451748,-0.6428979,-0.0011691288970978417
PCG,2004-04-15,0.0036877098675233,-0.25446004,-0.0009383747884303101
PCG,2004-04-19,-0.012459962049597,-0.9064485,0.011294313703914845
PCG,2004-04-20,0.0016293939229186,-0.932351,-0.0015191670422762134
PCG,2004-04-21,0.008537909438616,-0.14331982,-0.0012236516046209907
PCG,2004-04-22,-0.0049210981642717,-0.009931654,4.88746429783615e-05
PCG,2004-04-26,-0.0090277919309373,-0.0800542,0.0007227126715019232
PCG,2004-04-27,0.0034266862955678,-0.9203859,-0.003153873740430595
PCG,2004-04-28,-0.0124044402138257,0.044444643,-0.0005513109164348667
PCG,2004-04-29,-0.0066597875304246,-0.89411306,0.005954603033166596
PCG,2004-05-03,0.0072284600515296,0.22157362,0.0016016360681215252
PCG,2004-05-04,-0.0063459570853302,0.2106724,-0.0013369179678416562
PCG,2004-05-05,-0.009094274291392,-0.8829608,0.008029887670609208
PCG,2004-05-06,-0.0228863856540337,-0.87166077,0.019949164518499412
PCG,2004-05-10,0.0079339927048292,-0.76869595,-0.006098828063563153
PCG,2004-05-11,0.0019627053425176,0.51665694,0.0010140453269952428
PCG,2004-05-12,0.0005676147102473,0.5270147,0.0002991412807725833
PCG,2004-05-13,0.015562331848003,0.1594636,0.0024816254503605977
PCG,2004-05-17,0.0016090136037892,-0.81200224,-0.0013065226530601971
PCG,2004-05-18,0.0038035200527775,0.585168,0.00222569823759452
PCG,2004-05-19,0.0021887351359693,0.6821687,0.0014930866508349153
PCG,2004-05-20,-0.0024917147087624,0.66734946,-0.0016628444597373223
PCG,2004-05-24,0.0280414784359859,0.6777176,0.019004204197825395
PCG,2004-05-25,-0.0064809040996253,0.5748046,-0.003725253514893808
PCG,2004-05-26,0.0136634220335441,-0.7708607,-0.010532594690557381
PCG,2004-05-27,0.0004543693917515,0.3534557,0.00016059944802581514
PCG,2004-06-01,0.0084272692935748,-0.8852268,-0.007460044512659104
PCG,2004-06-02,-0.0081285263874423,0.30741948,-0.0024988673461977876
PCG,2004-06-03,-0.0035354926511132,-0.8766287,0.0030993143157102537
PCG,2004-06-07,-0.0030466886691796,0.30032158,-0.0009149863517869452
PCG,2004-06-08,-0.0026267209702573,-0.8650242,0.0022721772296196924
PCG,2004-06-09,0.0014597982057089,-0.8550442,-0.0012481919686928905
PCG,2004-06-14,0.0037465349575022,-0.8747245,-0.0032771859449026585
PCG,2004-06-15,0.0005040038607564,0.54751635,0.0002759503522000396
PCG,2004-06-16,0.0143385735605808,0.34607777,0.004962261562751281
PCG,2004-06-17,-0.0024631083425552,0.6072063,-0.0014956148662350745
PCG,2004-06-21,-0.0043438234173093,-0.624511,0.0027127655213457086
PCG,2004-06-22,0.009108111512695,-0.6541613,-0.005958173834823679
PCG,2004-06-23,0.002319417903842,0.6509047,0.0015097200498080945
PCG,2004-06-24,-0.009660227340211,0.59483564,-0.005746247502799091
PCG,2004-06-28,-0.0088644898782027,-0.59664214,0.005288928180567608
PCG,2004-06-29,0.0010886251422872,-0.69761795,-0.0007594444379637699
PCG,2004-06-30,-0.0038677425033026,0.54748404,-0.002117527292394652
PCG,2004-07-01,0.0154842263692918,-0.620009,-0.009600359785499129
PCG,2004-07-06,0.007665542806321,-0.55993515,-0.00429220688048773
PCG,2004-07-07,-0.0114610423516336,0.6682196,-0.007658493433204103
PCG,2004-07-08,-0.0024690331459435,-0.7009751,0.0017307308059286205
PCG,2004-07-12,-0.0025557291976926,0.43181407,-0.0011035998382159069
PCG,2004-07-13,0.0060752394883884,-0.55455023,-0.0033690254586472147
PCG,2004-07-14,0.0075391898303932,0.6499912,0.004900407152509723
PCG,2004-07-15,0.0115697075365074,0.6425415,0.007434017556106263
PCG,2004-07-19,0.0025950233614041,0.03830435,9.940068638959476e-05
PCG,2004-07-20,-0.0213223749245266,0.54126096,-0.011540969072469306
PCG,2004-07-21,-0.0030808653552159,-0.80303407,0.0024740398365526634
PCG,2004-07-22,0.0034243301945197,-0.6881315,-0.002356389511641652
PCG,2004-07-26,0.0014622184555637,-0.7270291,-0.001063075346051524
PCG,2004-07-27,-0.0011867329980543,0.5086836,-0.0006036716396587981
PCG,2004-07-28,0.0048324512443716,-0.42761192,-0.0020664137416582084
PCG,2004-07-29,0.0142859986996194,0.60215396,0.008602370645102733
PCG,2004-08-02,-0.0110362860272766,-0.7922946,0.008743990060389171
PCG,2004-08-03,0.0009003539007538,-0.80867076,-0.0007280898724722021
PCG,2004-08-04,-0.0115823290304626,0.41270694,-0.004780107588059114
PCG,2004-08-05,0.0128769918802594,-0.7829069,-0.0100814856644406
PCG,2004-08-09,0.0121181346055307,-0.77960706,-0.009447383263072082
PCG,2004-08-10,-0.0035469623438172,0.53006005,-0.0018801030474976884
PCG,2004-08-11,0.0024079367861097,-0.7735622,-0.00186268886066822
PCG,2004-08-12,0.0006098212267241,0.49253994,0.00030036131180238943
PCG,2004-08-16,0.0053593966629715,-0.46271375,-0.002479866518103237
PCG,2004-08-17,0.0126837567741549,0.46629193,0.005914333479799873
PCG,2004-08-18,-0.0086623846666831,0.4574982,-0.003963025330234814
PCG,2004-08-19,0.0049994717274454,-0.85033226,-0.0042512120934638615
PCG,2004-08-23,-0.0031928060562732,-0.86988115,0.0027773618138769527
PCG,2004-08-24,0.0032500047041469,-0.85948277,-0.0027933230300258858
PCG,2004-08-25,0.0013150465064579,0.39078698,0.0005139030470611925
PCG,2004-08-26,-0.003337771531377,0.23013793,-0.0007681478287754676
PCG,2004-08-30,0.019879025974595,0.48044553,0.00955078924958247
PCG,2004-08-31,0.0044772074950862,0.44476655,0.0019913121368478085
PCG,2004-09-01,0.0022603960419157,0.44497102,0.001005810743654753
PCG,2004-09-02,-0.0049123175003158,0.3571829,-0.001754595762228739
PCG,2004-09-07,-0.0114166011198318,0.43755487,-0.004995389374025586
PCG,2004-09-08,0.0040277753687173,-0.8374867,-0.003373208238742311
PCG,2004-09-09,0.0050880549601123,0.5170543,0.002630800794377619
PCG,2004-09-13,-0.0010422073845821,0.4335151,-0.00045181264028960416
PCG,2004-09-14,0.0137792006471964,-0.30340284,-0.004180648624324484
PCG,2004-09-15,0.0034415362268156,0.58617353,0.0020173374538151184
PCG,2004-09-16,0.0024395046786187,0.57574743,0.0014045385499794447
PCG,2004-09-20,0.0039477754344337,-0.6468151,-0.002553480845990416
PCG,2004-09-21,-0.0047207132120904,0.5860453,-0.002766551907678493
PCG,2004-09-22,-0.0007364431139516,-0.70527834,0.000519397374704212
PCG,2004-09-23,0.0123540740081062,-0.13752773,-0.0016990278045123039
PCG,2004-09-27,0.0052243298285272,0.4591702,0.002398856532944296
PCG,2004-09-28,-0.0030143507377655,0.50931525,-0.0015352548065380167
PCG,2004-09-29,0.007649563863877,-0.7792822,-0.00596116905064622
PCG,2004-09-30,0.0023027950900278,0.27536365,0.0006341060701689796
PCG,2004-10-04,0.0046798370082511,-0.15308924,-0.0007164326918219607
PCG,2004-10-05,0.0027618234427985,-0.1482686,-0.0004094916824349275
PCG,2004-10-06,-0.002801759612192,0.08996291,-0.00025205443980758584
PCG,2004-10-07,-0.0008117254167916,-0.83419365,0.000677136185721144
PCG,2004-10-11,0.0071197282550033,-0.24553902,-0.00174817113024093
PCG,2004-10-12,-0.0084309672252049,0.40550938,-0.0034188363132554387
PCG,2004-10-13,-0.000422416232636,-0.81099737,0.0003425784524058156
PCG,2004-10-14,0.0064378749604507,-0.23422033,-0.0015078811716415558
PCG,2004-10-18,-0.0039475401709591,0.4161321,-0.0016426981514738473
PCG,2004-10-19,0.0071071879320172,-0.7884256,-0.005603489082819676
PCG,2004-10-20,0.0022358078823479,0.37741417,0.0008438255693259076
PCG,2004-10-21,0.0113483987969117,-0.07925749,-0.000899445584310855
PCG,2004-10-25,0.010870072512947,-0.08352959,-0.000907972717238
PCG,2004-10-26,0.0030351499541533,-0.085990965,-0.0002609954745893163
PCG,2004-10-27,-0.0074786018068514,-0.12050149,0.0009011826492294332
PCG,2004-10-28,0.0061643704943149,-0.94289637,-0.005812362538503075
PCG,2004-11-01,-0.0380395834248811,0.14507802,-0.005518707380531643
PCG,2004-11-02,0.0219599100716395,-0.9515737,-0.02089647352668567
PCG,2004-11-03,0.0239401854249239,-0.060681257,-0.0014527205539001929
PCG,2004-11-04,-0.0071156577574636,-0.025086323,0.00017850568743325282
PCG,2004-11-08,-0.0021054734273546,0.0005365013,-1.1295892123798113e-06
PCG,2004-11-09,-0.0061049893110891,-0.8955187,0.005467132214395903
PCG,2004-11-10,0.0126322318549576,-0.9327636,-0.011782885764303086
PCG,2004-11-11,0.0191053720092721,0.011241378,0.00021477071360466384
PCG,2004-11-15,0.0046798310431721,-0.36514893,-0.0017088353061460056
PCG,2004-11-16,0.0020707965541645,-0.016236367,-3.362221222301461e-05
PCG,2004-11-17,-0.0204087074707557,-0.13477942,0.002750673826783797
PCG,2004-11-18,0.0031199713636038,-0.9226312,-0.00287858293604748
PCG,2004-11-22,0.0041118826967559,0.038653355,0.00015893806197357605
PCG,2004-11-23,0.0005547935636759,0.022041742,1.222861645986926e-05
PCG,2004-11-29,-0.0170343101309234,-0.889836,0.015157742616508105
PCG,2004-11-30,-0.0153956501174852,-0.65580076,0.010096479044543636
PCG,2004-12-01,-0.015400812270487,-0.62119234,0.009566866551871212
PCG,2004-12-02,0.0037974838167368,-0.6047779,-0.002296634183776257
PCG,2004-12-06,-0.0119659895362154,0.6001254,-0.007181093926673283
PCG,2004-12-07,-0.0041805762332248,-0.5785792,0.0024187943998544813
PCG,2004-12-08,0.0017023858571918,-0.48614603,-0.0008276081307860043
PCG,2004-12-09,-0.0046048844100038,0.67823,-0.0031231706963944284
PCG,2004-12-13,0.0046349201111663,0.7247242,0.0033590386470159776
PCG,2004-12-14,0.0105132049193286,0.7245021,0.007616838901321221
PCG,2004-12-15,0.0126801583569071,0.7302807,0.00926007488733645
PCG,2004-12-16,-0.0042252404249849,0.7037022,-0.0029733110306740655
PCG,2004-12-20,0.019213206196536,0.7129856,0.013698738871456654
PCG,2004-12-21,-0.0048568377858562,0.69037604,-0.003353044453645026
PCG,2004-12-22,-0.0046522033975945,-0.5649645,0.002628329641962337
PCG,2004-12-27,0.0039461960055289,-0.54226905,-0.0021398999632740398
PCG,2004-12-28,0.0017098664562478,0.67914397,0.0011612454851343387
PCG,2004-12-29,-0.0014461081294279,0.6226564,-0.0009004284890704704
PCG,2004-12-30,-0.0014707580209763,-0.29975566,0.00044086804521919413
PCG,2005-01-03,-0.0075537844727538,-0.6510208,0.004917670998638562
PCG,2005-01-04,-0.0122244709944529,-0.6517462,0.00796725268189444
PCG,2005-01-05,-0.006719590086915,-0.66994494,0.004501755391025434
PCG,2005-01-06,-0.0071301904895095,-0.6334707,0.004516766861003385
PCG,2005-01-10,-0.0081650074131652,0.6763024,-0.005522013892427919
PCG,2005-01-11,0.0115106421180283,-0.58257365,-0.006705796818643353
PCG,2005-01-12,0.006658324724809,0.6690005,0.004454422612679933
PCG,2005-01-13,0.0145092906298721,0.6822414,0.009898838465260027
PCG,2005-01-18,0.0053779247825017,0.6439123,0.0034629119985791256
PCG,2005-01-19,-0.0062757780745306,0.6136365,-0.003851046452786736
PCG,2005-01-20,0.0129975357511949,-0.6974926,-0.00906568499803011
PCG,2005-01-24,-0.0047411547021436,0.5805467,-0.002752461608006148
PCG,2005-01-25,0.0062200661472728,-0.7272127,-0.004523311265513137
PCG,2005-01-26,0.0031297023785924,0.5425062,0.0016978830007397595
PCG,2005-01-27,0.001153037484439,0.5025633,0.0005794743206073743
PCG,2005-01-31,-0.0008672363900771,0.51633394,-0.0004477835801575083
PCG,2005-02-01,0.0079296927796914,-0.3688085,-0.002924538162336523
PCG,2005-02-02,-0.0055953191374907,0.48485166,-0.0027128997627777897
PCG,2005-02-03,0.0133915811584889,-0.7591993,-0.010166879326256746
PCG,2005-02-07,0.0159940412140046,-0.87942696,-0.01406559098179768
PCG,2005-02-08,-0.0146256999053696,0.4567345,-0.006680061854471115
PCG,2005-02-09,0.0109385642811765,-0.792301,-0.008666635409402141
PCG,2005-02-10,-0.002224276013632,0.48254302,-0.0010733088681356294
PCG,2005-02-14,-0.0034125447345943,0.5296536,-0.0018074666338658307
PCG,2005-02-15,0.0034597503397884,-0.67176175,-0.0023241279468843032
PCG,2005-02-16,0.0005842159857037,0.5070425,0.0002962223498211371
PCG,2005-02-17,-0.0014833811164675,0.27245632,-0.0004041565573911819
PCG,2005-02-22,0.0018620344787961,-0.798678,-0.0014871659378907008
PCG,2005-02-23,0.0094462864960286,0.5519984,0.005214334813033037
PCG,2005-02-24,0.0042907185091429,0.6381779,0.002738241606246212
PCG,2005-02-28,0.0130911145862477,-0.62573403,-0.008191555902959247
PCG,2005-03-01,-0.0053296195762756,0.6523485,-0.0034767694340675664
PCG,2005-03-02,0.0037825362866531,-0.62050295,-0.00234707491966368
PCG,2005-03-03,0.006286253681502,0.6234,0.003918850374789248
PCG,2005-03-07,-0.0050298341417162,-0.17257205,0.0008680087714837114
PCG,2005-03-08,-0.0187008263568802,-0.6960568,0.013016837037138908
PCG,2005-03-09,0.0106811872898508,-0.7180873,-0.007670025107956007
